V1,i
24373,Hypothyroid
24374,Hypothyroid
24375,Hypothyroid
24376,Hypothyroid
24377,Hypothyroid
24378,Hypothyroid
24379,Hypothyroid
2438,Hypothyroid
24380,Hypothyroid
24381,Hypothyroid
24382,Hypothyroid
24383,Hypothyroid
24384,Hypothyroid
24385,Hypothyroid
24386,Hypothyroid
24387,Hypothyroid
24388,Hypothyroid
24389,Hypothyroid
2439,Hypothyroid
24390,Hypothyroid
24391,Hypothyroid
24392,Hypothyroid
24393,Hypothyroid
24394,Hypothyroid
24395,Hypothyroid
24396,Hypothyroid
24397,Hypothyroid
24398,Hypothyroid
24399,Hypothyroid
2440,Hypothyroid
24400,Hypothyroid
24401,Hypothyroid
24402,Hypothyroid
24403,Hypothyroid
24404,Hypothyroid
24405,Hypothyroid
24406,Hypothyroid
24407,Hypothyroid
24408,Hypothyroid
24409,Hypothyroid
2441,Hypothyroid
24410,Hypothyroid
24411,Hypothyroid
24412,Hypothyroid
24413,Hypothyroid
24414,Hypothyroid
24415,Hypothyroid
24416,Hypothyroid
24417,Hypothyroid
24418,Hypothyroid
24419,Hypothyroid
2442,Hypothyroid
24420,Hypothyroid
24421,Hypothyroid
24422,Hypothyroid
24423,Hypothyroid
24424,Hypothyroid
24425,Hypothyroid
24426,Hypothyroid
24427,Hypothyroid
24428,Hypothyroid
24429,Hypothyroid
2448,Hypothyroid
24480,Hypothyroid
24481,Hypothyroid
24482,Hypothyroid
24483,Hypothyroid
24484,Hypothyroid
24485,Hypothyroid
24486,Hypothyroid
24487,Hypothyroid
24488,Hypothyroid
24489,Hypothyroid
2449,Hypothyroid
24490,Hypothyroid
24491,Hypothyroid
24492,Hypothyroid
24493,Hypothyroid
24494,Hypothyroid
24495,Hypothyroid
24496,Hypothyroid
24497,Hypothyroid
24498,Hypothyroid
24499,Hypothyroid
40301,Renal
40311,Renal
40391,Renal
40402,Renal
40403,Renal
40412,Renal
40413,Renal
40492,Renal
40493,Renal
5853,Renal
58530,Renal
58531,Renal
58532,Renal
58533,Renal
58534,Renal
58535,Renal
58536,Renal
58537,Renal
58538,Renal
58539,Renal
5854,Renal
58540,Renal
58541,Renal
58542,Renal
58543,Renal
58544,Renal
58545,Renal
58546,Renal
58547,Renal
58548,Renal
58549,Renal
5855,Renal
58550,Renal
58551,Renal
58552,Renal
58553,Renal
58554,Renal
58555,Renal
58556,Renal
58557,Renal
58558,Renal
58559,Renal
5856,Renal
58560,Renal
58561,Renal
58562,Renal
58563,Renal
58564,Renal
58565,Renal
58566,Renal
58567,Renal
58568,Renal
58569,Renal
5859,Renal
58590,Renal
58591,Renal
58592,Renal
58593,Renal
58594,Renal
58595,Renal
58596,Renal
58597,Renal
58598,Renal
58599,Renal
586,Renal
5860,Renal
58600,Renal
58601,Renal
58602,Renal
58603,Renal
58604,Renal
58605,Renal
58606,Renal
58607,Renal
58608,Renal
58609,Renal
5861,Renal
58610,Renal
58611,Renal
58612,Renal
58613,Renal
58614,Renal
58615,Renal
58616,Renal
58617,Renal
58618,Renal
58619,Renal
5862,Renal
58620,Renal
58621,Renal
58622,Renal
58623,Renal
58624,Renal
58625,Renal
58626,Renal
58627,Renal
58628,Renal
58629,Renal
5863,Renal
58630,Renal
58631,Renal
58632,Renal
58633,Renal
58634,Renal
58635,Renal
58636,Renal
58637,Renal
58638,Renal
58639,Renal
5864,Renal
58640,Renal
58641,Renal
58642,Renal
58643,Renal
58644,Renal
58645,Renal
58646,Renal
58647,Renal
58648,Renal
58649,Renal
5865,Renal
58650,Renal
58651,Renal
58652,Renal
58653,Renal
58654,Renal
58655,Renal
58656,Renal
58657,Renal
58658,Renal
58659,Renal
5866,Renal
58660,Renal
58661,Renal
58662,Renal
58663,Renal
58664,Renal
58665,Renal
58666,Renal
58667,Renal
58668,Renal
58669,Renal
5867,Renal
58670,Renal
58671,Renal
58672,Renal
58673,Renal
58674,Renal
58675,Renal
58676,Renal
58677,Renal
58678,Renal
58679,Renal
5868,Renal
58680,Renal
58681,Renal
58682,Renal
58683,Renal
58684,Renal
58685,Renal
58686,Renal
58687,Renal
58688,Renal
58689,Renal
5869,Renal
58690,Renal
58691,Renal
58692,Renal
58693,Renal
58694,Renal
58695,Renal
58696,Renal
58697,Renal
58698,Renal
58699,Renal
V420,Renal
V4200,Renal
V4201,Renal
V4202,Renal
V4203,Renal
V4204,Renal
V4205,Renal
V4206,Renal
V4207,Renal
V4208,Renal
V4209,Renal
V451,Renal
V4510,Renal
V4511,Renal
V4512,Renal
V4513,Renal
V4514,Renal
V4515,Renal
V4516,Renal
V4517,Renal
V4518,Renal
V4519,Renal
V560,Renal
V5600,Renal
V5601,Renal
V5602,Renal
V5603,Renal
V5604,Renal
V5605,Renal
V5606,Renal
V5607,Renal
V5608,Renal
V5609,Renal
V561,Renal
V5610,Renal
V5611,Renal
V5612,Renal
V5613,Renal
V5614,Renal
V5615,Renal
V5616,Renal
V5617,Renal
V5618,Renal
V5619,Renal
V562,Renal
V5620,Renal
V5621,Renal
V5622,Renal
V5623,Renal
V5624,Renal
V5625,Renal
V5626,Renal
V5627,Renal
V5628,Renal
V5629,Renal
V563,Renal
V5630,Renal
V5631,Renal
V5632,Renal
V5633,Renal
V5634,Renal
V5635,Renal
V5636,Renal
V5637,Renal
V5638,Renal
V5639,Renal
V568,Renal
V5680,Renal
V5681,Renal
V5682,Renal
V5683,Renal
V5684,Renal
V5685,Renal
V5686,Renal
V5687,Renal
V5688,Renal
V5689,Renal
7022,Liver
7023,Liver
7032,Liver
7033,Liver
7044,Liver
7054,Liver
4560,Liver
45600,Liver
45601,Liver
45602,Liver
45603,Liver
45604,Liver
45605,Liver
45606,Liver
45607,Liver
45608,Liver
45609,Liver
4561,Liver
45610,Liver
45611,Liver
45612,Liver
45613,Liver
45614,Liver
45615,Liver
45616,Liver
45617,Liver
45618,Liver
45619,Liver
45620,Liver
45621,Liver
5710,Liver
57100,Liver
57101,Liver
57102,Liver
57103,Liver
57104,Liver
57105,Liver
57106,Liver
57107,Liver
57108,Liver
57109,Liver
5712,Liver
57120,Liver
57121,Liver
57122,Liver
57123,Liver
57124,Liver
57125,Liver
57126,Liver
57127,Liver
57128,Liver
57129,Liver
5713,Liver
57130,Liver
57131,Liver
57132,Liver
57133,Liver
57134,Liver
57135,Liver
57136,Liver
57137,Liver
57138,Liver
57139,Liver
5714,Liver
57140,Liver
57141,Liver
57142,Liver
57143,Liver
57144,Liver
57145,Liver
57146,Liver
57147,Liver
57148,Liver
57149,Liver
5715,Liver
57150,Liver
57151,Liver
57152,Liver
57153,Liver
57154,Liver
57155,Liver
57156,Liver
57157,Liver
57158,Liver
57159,Liver
5716,Liver
57160,Liver
57161,Liver
57162,Liver
57163,Liver
57164,Liver
57165,Liver
57166,Liver
57167,Liver
57168,Liver
57169,Liver
5718,Liver
57180,Liver
57181,Liver
57182,Liver
57183,Liver
57184,Liver
57185,Liver
57186,Liver
57187,Liver
57188,Liver
57189,Liver
5719,Liver
57190,Liver
57191,Liver
57192,Liver
57193,Liver
57194,Liver
57195,Liver
57196,Liver
57197,Liver
57198,Liver
57199,Liver
5723,Liver
57230,Liver
57231,Liver
57232,Liver
57233,Liver
57234,Liver
57235,Liver
57236,Liver
57237,Liver
57238,Liver
57239,Liver
5728,Liver
57280,Liver
57281,Liver
57282,Liver
57283,Liver
57284,Liver
57285,Liver
57286,Liver
57287,Liver
57288,Liver
57289,Liver
5735,Liver
57350,Liver
57351,Liver
57352,Liver
57353,Liver
57354,Liver
57355,Liver
57356,Liver
57357,Liver
57358,Liver
57359,Liver
V427,Liver
V4270,Liver
V4271,Liver
V4272,Liver
V4273,Liver
V4274,Liver
V4275,Liver
V4276,Liver
V4277,Liver
V4278,Liver
V4279,Liver
53141,PUD
53151,PUD
53161,PUD
53170,PUD
53171,PUD
53191,PUD
53241,PUD
53251,PUD
53261,PUD
53270,PUD
53271,PUD
53291,PUD
53341,PUD
53351,PUD
53361,PUD
53370,PUD
53371,PUD
53391,PUD
53441,PUD
53451,PUD
53461,PUD
53470,PUD
53471,PUD
53491,PUD
42,HIV
420,HIV
4200,HIV
4201,HIV
4202,HIV
4203,HIV
4204,HIV
4205,HIV
4206,HIV
4207,HIV
4208,HIV
4209,HIV
421,HIV
4210,HIV
4211,HIV
4212,HIV
4213,HIV
4214,HIV
4215,HIV
4216,HIV
4217,HIV
4218,HIV
4219,HIV
422,HIV
4220,HIV
4221,HIV
4222,HIV
4223,HIV
4224,HIV
4225,HIV
4226,HIV
4227,HIV
4228,HIV
4229,HIV
423,HIV
4230,HIV
4231,HIV
4232,HIV
4233,HIV
4234,HIV
4235,HIV
4236,HIV
4237,HIV
4238,HIV
4239,HIV
424,HIV
4240,HIV
4241,HIV
4242,HIV
4243,HIV
4244,HIV
4245,HIV
4246,HIV
4247,HIV
4248,HIV
4249,HIV
425,HIV
4250,HIV
4251,HIV
4252,HIV
4253,HIV
4254,HIV
4255,HIV
4256,HIV
4257,HIV
4258,HIV
4259,HIV
426,HIV
4260,HIV
4261,HIV
4262,HIV
4263,HIV
4264,HIV
4265,HIV
4266,HIV
4267,HIV
4268,HIV
4269,HIV
427,HIV
4270,HIV
4271,HIV
4272,HIV
4273,HIV
4274,HIV
4275,HIV
4276,HIV
4277,HIV
4278,HIV
4279,HIV
428,HIV
4280,HIV
4281,HIV
4282,HIV
4283,HIV
4284,HIV
4285,HIV
4286,HIV
4287,HIV
4288,HIV
4289,HIV
429,HIV
4290,HIV
4291,HIV
4292,HIV
4293,HIV
4294,HIV
4295,HIV
4296,HIV
4297,HIV
4298,HIV
4299,HIV
200,Lymphoma
2000,Lymphoma
20000,Lymphoma
20001,Lymphoma
20002,Lymphoma
20003,Lymphoma
20004,Lymphoma
20005,Lymphoma
20006,Lymphoma
20007,Lymphoma
20008,Lymphoma
20009,Lymphoma
2001,Lymphoma
20010,Lymphoma
20011,Lymphoma
20012,Lymphoma
20013,Lymphoma
20014,Lymphoma
20015,Lymphoma
20016,Lymphoma
20017,Lymphoma
20018,Lymphoma
20019,Lymphoma
2002,Lymphoma
20020,Lymphoma
20021,Lymphoma
20022,Lymphoma
20023,Lymphoma
20024,Lymphoma
20025,Lymphoma
20026,Lymphoma
20027,Lymphoma
20028,Lymphoma
20029,Lymphoma
2003,Lymphoma
20030,Lymphoma
20031,Lymphoma
20032,Lymphoma
20033,Lymphoma
20034,Lymphoma
20035,Lymphoma
20036,Lymphoma
20037,Lymphoma
20038,Lymphoma
20039,Lymphoma
2004,Lymphoma
20040,Lymphoma
20041,Lymphoma
20042,Lymphoma
20043,Lymphoma
20044,Lymphoma
20045,Lymphoma
20046,Lymphoma
20047,Lymphoma
20048,Lymphoma
20049,Lymphoma
2005,Lymphoma
20050,Lymphoma
20051,Lymphoma
20052,Lymphoma
20053,Lymphoma
20054,Lymphoma
20055,Lymphoma
20056,Lymphoma
20057,Lymphoma
20058,Lymphoma
20059,Lymphoma
2006,Lymphoma
20060,Lymphoma
20061,Lymphoma
20062,Lymphoma
20063,Lymphoma
20064,Lymphoma
20065,Lymphoma
20066,Lymphoma
20067,Lymphoma
20068,Lymphoma
20069,Lymphoma
2007,Lymphoma
20070,Lymphoma
20071,Lymphoma
20072,Lymphoma
20073,Lymphoma
20074,Lymphoma
20075,Lymphoma
20076,Lymphoma
20077,Lymphoma
20078,Lymphoma
20079,Lymphoma
2008,Lymphoma
20080,Lymphoma
20081,Lymphoma
20082,Lymphoma
20083,Lymphoma
20084,Lymphoma
20085,Lymphoma
20086,Lymphoma
20087,Lymphoma
20088,Lymphoma
20089,Lymphoma
2009,Lymphoma
20090,Lymphoma
20091,Lymphoma
20092,Lymphoma
20093,Lymphoma
20094,Lymphoma
20095,Lymphoma
20096,Lymphoma
20097,Lymphoma
20098,Lymphoma
20099,Lymphoma
201,Lymphoma
2010,Lymphoma
20100,Lymphoma
20101,Lymphoma
20102,Lymphoma
20103,Lymphoma
20104,Lymphoma
20105,Lymphoma
20106,Lymphoma
20107,Lymphoma
20108,Lymphoma
20109,Lymphoma
2011,Lymphoma
20110,Lymphoma
20111,Lymphoma
20112,Lymphoma
20113,Lymphoma
20114,Lymphoma
20115,Lymphoma
20116,Lymphoma
20117,Lymphoma
20118,Lymphoma
20119,Lymphoma
2012,Lymphoma
20120,Lymphoma
20121,Lymphoma
20122,Lymphoma
20123,Lymphoma
20124,Lymphoma
20125,Lymphoma
20126,Lymphoma
20127,Lymphoma
20128,Lymphoma
20129,Lymphoma
2013,Lymphoma
20130,Lymphoma
20131,Lymphoma
20132,Lymphoma
20133,Lymphoma
20134,Lymphoma
20135,Lymphoma
20136,Lymphoma
20137,Lymphoma
20138,Lymphoma
20139,Lymphoma
2014,Lymphoma
20140,Lymphoma
20141,Lymphoma
20142,Lymphoma
20143,Lymphoma
20144,Lymphoma
20145,Lymphoma
20146,Lymphoma
20147,Lymphoma
20148,Lymphoma
20149,Lymphoma
2015,Lymphoma
20150,Lymphoma
20151,Lymphoma
20152,Lymphoma
20153,Lymphoma
20154,Lymphoma
20155,Lymphoma
20156,Lymphoma
20157,Lymphoma
20158,Lymphoma
20159,Lymphoma
2016,Lymphoma
20160,Lymphoma
20161,Lymphoma
20162,Lymphoma
20163,Lymphoma
20164,Lymphoma
20165,Lymphoma
20166,Lymphoma
20167,Lymphoma
20168,Lymphoma
20169,Lymphoma
2017,Lymphoma
20170,Lymphoma
20171,Lymphoma
20172,Lymphoma
20173,Lymphoma
20174,Lymphoma
20175,Lymphoma
20176,Lymphoma
20177,Lymphoma
20178,Lymphoma
20179,Lymphoma
2018,Lymphoma
20180,Lymphoma
20181,Lymphoma
20182,Lymphoma
20183,Lymphoma
20184,Lymphoma
20185,Lymphoma
20186,Lymphoma
20187,Lymphoma
20188,Lymphoma
20189,Lymphoma
2019,Lymphoma
20190,Lymphoma
20191,Lymphoma
20192,Lymphoma
20193,Lymphoma
20194,Lymphoma
20195,Lymphoma
20196,Lymphoma
20197,Lymphoma
20198,Lymphoma
20199,Lymphoma
2020,Lymphoma
20200,Lymphoma
20201,Lymphoma
20202,Lymphoma
20203,Lymphoma
20204,Lymphoma
20205,Lymphoma
20206,Lymphoma
20207,Lymphoma
20208,Lymphoma
20209,Lymphoma
2021,Lymphoma
20210,Lymphoma
20211,Lymphoma
20212,Lymphoma
20213,Lymphoma
20214,Lymphoma
20215,Lymphoma
20216,Lymphoma
20217,Lymphoma
20218,Lymphoma
20219,Lymphoma
2022,Lymphoma
20220,Lymphoma
20221,Lymphoma
20222,Lymphoma
20223,Lymphoma
20224,Lymphoma
20225,Lymphoma
20226,Lymphoma
20227,Lymphoma
20228,Lymphoma
20229,Lymphoma
2023,Lymphoma
20230,Lymphoma
20231,Lymphoma
20232,Lymphoma
20233,Lymphoma
20234,Lymphoma
20235,Lymphoma
20236,Lymphoma
20237,Lymphoma
20238,Lymphoma
20239,Lymphoma
2025,Lymphoma
20250,Lymphoma
20251,Lymphoma
20252,Lymphoma
20253,Lymphoma
20254,Lymphoma
20255,Lymphoma
20256,Lymphoma
20257,Lymphoma
20258,Lymphoma
20259,Lymphoma
2026,Lymphoma
20260,Lymphoma
20261,Lymphoma
20262,Lymphoma
20263,Lymphoma
20264,Lymphoma
20265,Lymphoma
20266,Lymphoma
20267,Lymphoma
20268,Lymphoma
20269,Lymphoma
2027,Lymphoma
20270,Lymphoma
20271,Lymphoma
20272,Lymphoma
20273,Lymphoma
20274,Lymphoma
20275,Lymphoma
20276,Lymphoma
20277,Lymphoma
20278,Lymphoma
20279,Lymphoma
2028,Lymphoma
20280,Lymphoma
20281,Lymphoma
20282,Lymphoma
20283,Lymphoma
20284,Lymphoma
20285,Lymphoma
20286,Lymphoma
20287,Lymphoma
20288,Lymphoma
20289,Lymphoma
2029,Lymphoma
20290,Lymphoma
20291,Lymphoma
20292,Lymphoma
20293,Lymphoma
20294,Lymphoma
20295,Lymphoma
20296,Lymphoma
20297,Lymphoma
20298,Lymphoma
20299,Lymphoma
2030,Lymphoma
20300,Lymphoma
20301,Lymphoma
20302,Lymphoma
20303,Lymphoma
20304,Lymphoma
20305,Lymphoma
20306,Lymphoma
20307,Lymphoma
20308,Lymphoma
20309,Lymphoma
2031,Lymphoma
20310,Lymphoma
20311,Lymphoma
20312,Lymphoma
20313,Lymphoma
20314,Lymphoma
20315,Lymphoma
20316,Lymphoma
20317,Lymphoma
20318,Lymphoma
20319,Lymphoma
2032,Lymphoma
20320,Lymphoma
20321,Lymphoma
20322,Lymphoma
20323,Lymphoma
20324,Lymphoma
20325,Lymphoma
20326,Lymphoma
20327,Lymphoma
20328,Lymphoma
20329,Lymphoma
2033,Lymphoma
20330,Lymphoma
20331,Lymphoma
20332,Lymphoma
20333,Lymphoma
20334,Lymphoma
20335,Lymphoma
20336,Lymphoma
20337,Lymphoma
20338,Lymphoma
20339,Lymphoma
2034,Lymphoma
20340,Lymphoma
20341,Lymphoma
20342,Lymphoma
20343,Lymphoma
20344,Lymphoma
20345,Lymphoma
20346,Lymphoma
20347,Lymphoma
20348,Lymphoma
20349,Lymphoma
2035,Lymphoma
20350,Lymphoma
20351,Lymphoma
20352,Lymphoma
20353,Lymphoma
20354,Lymphoma
20355,Lymphoma
20356,Lymphoma
20357,Lymphoma
20358,Lymphoma
20359,Lymphoma
2036,Lymphoma
20360,Lymphoma
20361,Lymphoma
20362,Lymphoma
20363,Lymphoma
20364,Lymphoma
20365,Lymphoma
20366,Lymphoma
20367,Lymphoma
20368,Lymphoma
20369,Lymphoma
2037,Lymphoma
20370,Lymphoma
20371,Lymphoma
20372,Lymphoma
20373,Lymphoma
20374,Lymphoma
20375,Lymphoma
20376,Lymphoma
20377,Lymphoma
20378,Lymphoma
20379,Lymphoma
2038,Lymphoma
20380,Lymphoma
20381,Lymphoma
20382,Lymphoma
20383,Lymphoma
20384,Lymphoma
20385,Lymphoma
20386,Lymphoma
20387,Lymphoma
20388,Lymphoma
20389,Lymphoma
2386,Lymphoma
23860,Lymphoma
23861,Lymphoma
23862,Lymphoma
23863,Lymphoma
23864,Lymphoma
23865,Lymphoma
23866,Lymphoma
23867,Lymphoma
23868,Lymphoma
23869,Lymphoma
2733,Lymphoma
27330,Lymphoma
27331,Lymphoma
27332,Lymphoma
27333,Lymphoma
27334,Lymphoma
27335,Lymphoma
27336,Lymphoma
27337,Lymphoma
27338,Lymphoma
27339,Lymphoma
196,Mets
1960,Mets
19600,Mets
19601,Mets
19602,Mets
19603,Mets
19604,Mets
19605,Mets
19606,Mets
19607,Mets
19608,Mets
19609,Mets
1961,Mets
19610,Mets
19611,Mets
19612,Mets
19613,Mets
19614,Mets
19615,Mets
19616,Mets
19617,Mets
19618,Mets
19619,Mets
1962,Mets
19620,Mets
19621,Mets
19622,Mets
19623,Mets
19624,Mets
19625,Mets
19626,Mets
19627,Mets
19628,Mets
19629,Mets
1963,Mets
19630,Mets
19631,Mets
19632,Mets
19633,Mets
19634,Mets
19635,Mets
19636,Mets
19637,Mets
19638,Mets
19639,Mets
1964,Mets
19640,Mets
19641,Mets
19642,Mets
19643,Mets
19644,Mets
19645,Mets
19646,Mets
19647,Mets
19648,Mets
19649,Mets
1965,Mets
19650,Mets
19651,Mets
19652,Mets
19653,Mets
19654,Mets
19655,Mets
19656,Mets
19657,Mets
19658,Mets
19659,Mets
1966,Mets
19660,Mets
19661,Mets
19662,Mets
19663,Mets
19664,Mets
19665,Mets
19666,Mets
19667,Mets
19668,Mets
19669,Mets
1967,Mets
19670,Mets
19671,Mets
19672,Mets
19673,Mets
19674,Mets
19675,Mets
19676,Mets
19677,Mets
19678,Mets
19679,Mets
1968,Mets
19680,Mets
19681,Mets
19682,Mets
19683,Mets
19684,Mets
19685,Mets
19686,Mets
19687,Mets
19688,Mets
19689,Mets
1969,Mets
19690,Mets
19691,Mets
19692,Mets
19693,Mets
19694,Mets
19695,Mets
19696,Mets
19697,Mets
19698,Mets
19699,Mets
197,Mets
1970,Mets
19700,Mets
19701,Mets
19702,Mets
19703,Mets
19704,Mets
19705,Mets
19706,Mets
19707,Mets
19708,Mets
19709,Mets
1971,Mets
19710,Mets
19711,Mets
19712,Mets
19713,Mets
19714,Mets
19715,Mets
19716,Mets
19717,Mets
19718,Mets
19719,Mets
1972,Mets
19720,Mets
19721,Mets
19722,Mets
19723,Mets
19724,Mets
19725,Mets
19726,Mets
19727,Mets
19728,Mets
19729,Mets
1973,Mets
19730,Mets
19731,Mets
19732,Mets
19733,Mets
19734,Mets
19735,Mets
19736,Mets
19737,Mets
19738,Mets
19739,Mets
1974,Mets
19740,Mets
19741,Mets
19742,Mets
19743,Mets
19744,Mets
19745,Mets
19746,Mets
19747,Mets
19748,Mets
19749,Mets
1975,Mets
19750,Mets
19751,Mets
19752,Mets
19753,Mets
19754,Mets
19755,Mets
19756,Mets
19757,Mets
19758,Mets
19759,Mets
1976,Mets
19760,Mets
19761,Mets
19762,Mets
19763,Mets
19764,Mets
19765,Mets
19766,Mets
19767,Mets
19768,Mets
19769,Mets
1977,Mets
19770,Mets
19771,Mets
19772,Mets
19773,Mets
19774,Mets
19775,Mets
19776,Mets
19777,Mets
19778,Mets
19779,Mets
1978,Mets
19780,Mets
19781,Mets
19782,Mets
19783,Mets
19784,Mets
19785,Mets
19786,Mets
19787,Mets
19788,Mets
19789,Mets
1979,Mets
19790,Mets
19791,Mets
19792,Mets
19793,Mets
19794,Mets
19795,Mets
19796,Mets
19797,Mets
19798,Mets
19799,Mets
198,Mets
1980,Mets
19800,Mets
19801,Mets
19802,Mets
19803,Mets
19804,Mets
19805,Mets
19806,Mets
19807,Mets
19808,Mets
19809,Mets
1981,Mets
19810,Mets
19811,Mets
19812,Mets
19813,Mets
19814,Mets
19815,Mets
19816,Mets
19817,Mets
19818,Mets
19819,Mets
1982,Mets
19820,Mets
19821,Mets
19822,Mets
19823,Mets
19824,Mets
19825,Mets
19826,Mets
19827,Mets
19828,Mets
19829,Mets
1983,Mets
19830,Mets
19831,Mets
19832,Mets
19833,Mets
19834,Mets
19835,Mets
19836,Mets
19837,Mets
19838,Mets
19839,Mets
1984,Mets
19840,Mets
19841,Mets
19842,Mets
19843,Mets
19844,Mets
19845,Mets
19846,Mets
19847,Mets
19848,Mets
19849,Mets
1985,Mets
19850,Mets
19851,Mets
19852,Mets
19853,Mets
19854,Mets
19855,Mets
19856,Mets
19857,Mets
19858,Mets
19859,Mets
1986,Mets
19860,Mets
19861,Mets
19862,Mets
19863,Mets
19864,Mets
19865,Mets
19866,Mets
19867,Mets
19868,Mets
19869,Mets
1987,Mets
19870,Mets
19871,Mets
19872,Mets
19873,Mets
19874,Mets
19875,Mets
19876,Mets
19877,Mets
19878,Mets
19879,Mets
1988,Mets
19880,Mets
19881,Mets
19882,Mets
19883,Mets
19884,Mets
19885,Mets
19886,Mets
19887,Mets
19888,Mets
19889,Mets
1989,Mets
19890,Mets
19891,Mets
19892,Mets
19893,Mets
19894,Mets
19895,Mets
19896,Mets
19897,Mets
19898,Mets
19899,Mets
1990,Mets
19900,Mets
19901,Mets
19902,Mets
19903,Mets
19904,Mets
19905,Mets
19906,Mets
19907,Mets
19908,Mets
19909,Mets
1991,Mets
19910,Mets
19911,Mets
19912,Mets
19913,Mets
19914,Mets
19915,Mets
19916,Mets
19917,Mets
19918,Mets
19919,Mets
20970,Mets
20971,Mets
20972,Mets
20973,Mets
20974,Mets
20975,Mets
20979,Mets
78951,Mets
140,Tumor
1400,Tumor
14000,Tumor
14001,Tumor
14002,Tumor
14003,Tumor
14004,Tumor
14005,Tumor
14006,Tumor
14007,Tumor
14008,Tumor
14009,Tumor
1401,Tumor
14010,Tumor
14011,Tumor
14012,Tumor
14013,Tumor
14014,Tumor
14015,Tumor
14016,Tumor
14017,Tumor
14018,Tumor
14019,Tumor
1402,Tumor
14020,Tumor
14021,Tumor
14022,Tumor
14023,Tumor
14024,Tumor
14025,Tumor
14026,Tumor
14027,Tumor
14028,Tumor
14029,Tumor
1403,Tumor
14030,Tumor
14031,Tumor
14032,Tumor
14033,Tumor
14034,Tumor
14035,Tumor
14036,Tumor
14037,Tumor
14038,Tumor
14039,Tumor
1404,Tumor
14040,Tumor
14041,Tumor
14042,Tumor
14043,Tumor
14044,Tumor
14045,Tumor
14046,Tumor
14047,Tumor
14048,Tumor
14049,Tumor
1405,Tumor
14050,Tumor
14051,Tumor
14052,Tumor
14053,Tumor
14054,Tumor
14055,Tumor
14056,Tumor
14057,Tumor
14058,Tumor
14059,Tumor
1406,Tumor
14060,Tumor
14061,Tumor
14062,Tumor
14063,Tumor
14064,Tumor
14065,Tumor
14066,Tumor
14067,Tumor
14068,Tumor
14069,Tumor
1407,Tumor
14070,Tumor
14071,Tumor
14072,Tumor
14073,Tumor
14074,Tumor
14075,Tumor
14076,Tumor
14077,Tumor
14078,Tumor
14079,Tumor
1408,Tumor
14080,Tumor
14081,Tumor
14082,Tumor
14083,Tumor
14084,Tumor
14085,Tumor
14086,Tumor
14087,Tumor
14088,Tumor
14089,Tumor
1409,Tumor
14090,Tumor
14091,Tumor
14092,Tumor
14093,Tumor
14094,Tumor
14095,Tumor
14096,Tumor
14097,Tumor
14098,Tumor
14099,Tumor
141,Tumor
1410,Tumor
14100,Tumor
14101,Tumor
14102,Tumor
14103,Tumor
14104,Tumor
14105,Tumor
14106,Tumor
14107,Tumor
14108,Tumor
14109,Tumor
1411,Tumor
14110,Tumor
14111,Tumor
14112,Tumor
14113,Tumor
14114,Tumor
14115,Tumor
14116,Tumor
14117,Tumor
14118,Tumor
14119,Tumor
1412,Tumor
14120,Tumor
14121,Tumor
14122,Tumor
14123,Tumor
14124,Tumor
14125,Tumor
14126,Tumor
14127,Tumor
14128,Tumor
14129,Tumor
1413,Tumor
14130,Tumor
14131,Tumor
14132,Tumor
14133,Tumor
14134,Tumor
14135,Tumor
14136,Tumor
14137,Tumor
14138,Tumor
14139,Tumor
1414,Tumor
14140,Tumor
14141,Tumor
14142,Tumor
14143,Tumor
14144,Tumor
14145,Tumor
14146,Tumor
14147,Tumor
14148,Tumor
14149,Tumor
1415,Tumor
14150,Tumor
14151,Tumor
14152,Tumor
14153,Tumor
14154,Tumor
14155,Tumor
14156,Tumor
14157,Tumor
14158,Tumor
14159,Tumor
1416,Tumor
14160,Tumor
14161,Tumor
14162,Tumor
14163,Tumor
14164,Tumor
14165,Tumor
14166,Tumor
14167,Tumor
14168,Tumor
14169,Tumor
1417,Tumor
14170,Tumor
14171,Tumor
14172,Tumor
14173,Tumor
14174,Tumor
14175,Tumor
14176,Tumor
14177,Tumor
14178,Tumor
14179,Tumor
1418,Tumor
14180,Tumor
14181,Tumor
14182,Tumor
14183,Tumor
14184,Tumor
14185,Tumor
14186,Tumor
14187,Tumor
14188,Tumor
14189,Tumor
1419,Tumor
14190,Tumor
14191,Tumor
14192,Tumor
14193,Tumor
14194,Tumor
14195,Tumor
14196,Tumor
14197,Tumor
14198,Tumor
14199,Tumor
142,Tumor
1420,Tumor
14200,Tumor
14201,Tumor
14202,Tumor
14203,Tumor
14204,Tumor
14205,Tumor
14206,Tumor
14207,Tumor
14208,Tumor
14209,Tumor
1421,Tumor
14210,Tumor
14211,Tumor
14212,Tumor
14213,Tumor
14214,Tumor
14215,Tumor
14216,Tumor
14217,Tumor
14218,Tumor
14219,Tumor
1422,Tumor
14220,Tumor
14221,Tumor
14222,Tumor
14223,Tumor
14224,Tumor
14225,Tumor
14226,Tumor
14227,Tumor
14228,Tumor
14229,Tumor
1423,Tumor
14230,Tumor
14231,Tumor
14232,Tumor
14233,Tumor
14234,Tumor
14235,Tumor
14236,Tumor
14237,Tumor
14238,Tumor
14239,Tumor
1424,Tumor
14240,Tumor
14241,Tumor
14242,Tumor
14243,Tumor
14244,Tumor
14245,Tumor
14246,Tumor
